Unnamed: 0,userId,tier,gender,following_rate,followers_avg_age,following_avg_age,max_repetitive_punc,num_of_hashtags_per_action,emoji_count_per_action,punctuations_per_action,number_of_words_per_action,avgCompletion,avgTimeSpent,avgDuration,avgComments,creations,content_views,num_of_comments,weekends_trails_watched_per_day,weekdays_trails_watched_per_day,slot1_trails_watched_per_day,slot2_trails_watched_per_day,slot3_trails_watched_per_day,slot4_trails_watched_per_day,avgt2,age_group
90876,50959857,2,2,0,0,0,3,0,0,0.029411765,0.009803922,0.134148087,65.5,145.9914598,0,0.008474576,0.847457627,0,0.347457627,0.030508475,0.262711864,0.025423729,0.43220339,0.127118644,595,2
66889,37003423,2,2,0,0,0,0,0,0,0,0,0.038876597,5.714285714,150.5574286,0,0,0.056,0,0.028,0,0.056,0,0,0,0,1
428784,57527333,2,1,0,0,0,0,0,0,0,0.105263158,0.85826124,22.35,12.799625,0,0.009615385,0.163461538,0,0.096153846,0,0.192307692,0,0,0,391,4
525843,2441810,2,1,0,0,0,0,0,0,0,0.333333333,0.403006423,21.83333333,263.9366667,0,0.001980198,0.007920792,0,0,0.002376238,0,0.011881188,0,0,234.8421053,2
443615,1668208,2,1,0.001785714,0,0,0,0,0,0,0.1,0.068965991,11.77777778,170.0554286,0,0.001785714,0.014285714,0,0,0.003214286,0,0.016071429,0,0,217.7222222,2
293340,54995040,2,1,0,0,0,0,0,0,0,0,0.218603178,6.488888889,87.64533594,0,0,1.18018018,0,0.27027027,0.135135135,0,0,1.216216216,0,0,1
21750,52126704,1,1,0,0,0,0,0,0,0,0.171428571,0.36256038,18.34693878,67.74437931,0,0.025641026,0.264957265,0,0.209401709,0,0,0.307692308,0.111111111,0,254.2,2
383822,77370899,2,1,0,0,0,0,0,0,0,0,0.138119754,3.333333333,48.357,0,0,0.058823529,0,0.044117647,0,0.088235294,0,0,0,0,1
132613,35508813,3,1,0,0,0,0,0,0,0,0,0.010062387,2,198.76,0,0,0.015873016,0,0,0.001587302,0,0,0.007936508,0,0,1
173221,1855432,2,1,0.001821494,0,0,0,0,0,0,1.25,0.347645698,61,175.466,1,0,0.003642987,0.001821494,0,0.000728597,0,0,0,0.003642987,0,1
58825,17291707,2,1,0,0,0,0,0,0,0,0,0.341657271,7,83.0514147,0,0,0.004587156,0,0,0.000917431,0,0,0.004587156,0,0,1
528542,37306166,2,1,0,0,0,0,0,0,0,0.166666667,0.265326442,10.27777778,145.3441875,0,0.008,0.128,0,0.072,0,0,0.144,0,0,522,2
75528,46523944,2,2,0,0,0,0,0,0,0,0,0.266302484,4,14.65333333,0,0,0.041322314,0,0,0.004958678,0,0.024793388,0,0,0,1
510596,2467734,2,1,0,0,0,0,0,0,0,0.25,0.233854806,30.875,153.0266667,0,0.001988072,0.011928429,0,0.001988072,0.002385686,0.011928429,0.001988072,0,0.001988072,197.5,1
538027,37369460,2,2,0.024,0,0,0,0,0,0,0.132075472,0.292438442,4.698412698,140.2880638,0,0.016,0.4,0,0.252,0,0,0.504,0,0,190.4285714,3
305621,57282115,2,2,0,0,0,0,0,0,0,0,0.22772276,3.647058824,51.36764103,0,0,0.39047619,0,0,0.097142857,0,0.085714286,0.4,0,0,1
181359,22404656,2,1,0,0,0,0,0,0,0,0,0.204263624,8.4,44.3155,0,0,0.026041667,0,0,0.005208333,0,0,0.026041667,0,0,1
396352,32955838,2,1,0.007874016,0,0,0,0,0,0,0.013333333,0.307944641,10.48387097,110.3631429,0,0.007874016,0.57480315,0,0.125984252,0.047244094,0,0.157480315,0,0.330708661,120,3
272199,50642855,2,2,0,0,0,0,0,0,0,0,0.256407761,5.363636364,33.68809091,0,0,0.092436975,0,0,0.018487395,0,0,0,0.092436975,0,1
189486,33669877,2,1,0,0,0,0,0,0,0,0,0.052304125,6.375,191.300375,0,0,0.062992126,0,0,0.012598425,0,0,0.062992126,0,0,1
313622,58550803,2,1,0,0,0,0,0,0,0,0,0.576533612,12.36708861,25.75264063,0,0,0.633663366,0,0.376237624,0.005940594,0,0.079207921,0.257425743,0.445544554,0,1
172172,1545478,2,1,0.001754386,0,0,0,0,0,0,0,0.04164515,10,240.124,0,0,0.001754386,0,0,0.000701754,0,0,0.003508772,0,9.5,1
225313,40357848,2,2,0,0,0,0,0,0,0,0,0.133179614,7.076923077,142.2298462,0,0,0.10483871,0,0.052419355,0,0,0,0.072580645,0.032258065,0,1
185845,32514429,2,1,0,0,0,0,0,0,0,0,0.027240326,4.5,227.231,0,0,0.0234375,0,0,0.003125,0,0,0,0.015625,0,1
456835,45403136,2,2,0.278688525,2.4,3,4,0,0,0,0.47826087,0.465853509,24.42857143,212.2995,1,0.024590164,0.147540984,0.008196721,0,0.045901639,0,0.008196721,0.016393443,0.204918033,181.2307692,4
423677,51507846,2,1,0.076271186,0,0,0,0,0,0,0.071428571,0.156846909,5,77.34208333,0,0.016949153,0.211864407,0,0.080508475,0.013559322,0,0.025423729,0.110169492,0.093220339,215.1111111,2
279394,52341665,2,1,0.008547009,1,2,0,0,0,0,0,0.201992413,4.3,121.2087368,0,0,0.162393162,0,0.085470085,0,0,0,0.170940171,0,102,1
192371,34285392,2,2,0,0,0,0,0,0,0,0,0.0703048,7.5,112.76625,0,0,0.031496063,0,0,0.006299213,0,0,0,0.031496063,0,1
202887,36365963,2,1,0,0,0,0,0,0,0,0,0.419287969,6.666666667,15.34666667,0,0,0.047619048,0,0,0.00952381,0,0,0,0.047619048,0,1
311999,58297740,2,1,0,0,0,0,0,0,0,0,0.793650794,6,7.56,0,0,0.009803922,0,0,0.001960784,0,0,0.009803922,0,0,1
426562,52649523,2,2,0,0,0,2,0,0,0,0.333333333,0.713066251,18.6,51.068625,0,0.008547009,0.085470085,0,0,0.017094017,0,0.085470085,0,0,0,1
394302,50134819,2,1,6.773109244,1.984848485,1.879194631,2,0,0,0.029411765,0.205882353,0.53194007,15.14634146,84.01179032,2,0.016806723,0.529411765,0.016806723,0.054621849,0.115966387,0,0.369747899,0.302521008,0.016806723,126.5444444,2
206117,37029474,2,1,0,0,0,0,0,0,0,0,0.028976181,5,142.3526667,0,0,0.04,0,0.012,0,0,0.024,0,0,0,1
384337,77541676,2,1,0.294117647,2,2,0,0,0,0,0,0.404946112,5,13.48,0,0,0.058823529,0,0.029411765,0,0,0,0.058823529,0,78.66666667,1
382027,76528005,2,1,0,0,0,0,0,0,0,0,0.105701682,3,65.30233333,0,0,0.081081081,0,0,0.016216216,0,0,0.081081081,0,0,1
276546,51659737,2,2,0,0,0,0,0,0,0,0,0.220739723,18,81.544,0,0,0.008474576,0,0.004237288,0,0,0,0,0.008474576,0,1
180635,20921643,2,1,0,0,0,0,0,0,0,0,0.026859241,15,558.467,0,0,0.005076142,0,0,0.001015228,0,0,0.005076142,0,0,1
225347,40363050,2,1,0,0,0,0,0,0,0,0,0.290941328,3,10.04,0,0,0.016129032,0,0.008064516,0,0,0,0.016129032,0,0,1
518176,47270271,2,1,0,0,0,0,0,0,0,0.118644068,0.320971547,8.279411765,60.38462745,0,0.024793388,0.454545455,0,0.078512397,0.080991736,0,0.115702479,0.438016529,0.008264463,175.5833333,3
525079,38304389,2,1,0.008,0,0,0,0,0,0,0.088757396,0.493342834,8.160714286,60.65227027,0,0.048,1.296,0,0.36,0.2144,0.176,0.24,1.272,0.104,195.0526316,1
383568,77275064,2,2,0,0,0,0,0,0,0,0,0.023571637,2.285714286,134.2836667,0,0,0.285714286,0,0,0.08,0,0,0.142857143,0.257142857,0,1
328763,61013080,2,1,0,0,0,0,0,0,0,0,0.326922934,4.636363636,49.14090909,0,0,0.125,0,0,0.025,0,0.125,0,0,0,1
467077,1959655,2,1,0.012915129,2,3,0,0,0,0,0.7,0.17478937,27,258.0515,0,0.007380074,0.009225092,0,0,0.001845018,0.003690037,0.005535055,0,0,215.5609756,2
381112,76146951,2,1,0,0,0,0,0,0,0,0,0.297525832,72.08,53.38497143,0,0,1.263157895,0,0,0.263157895,0,0.631578947,0.052631579,0.631578947,0,1
387236,78613221,2,2,0,0,0,0,0,0,0,0,0.380633374,5,13.136,0,0,0.033333333,0,0,0.013333333,0.066666667,0,0,0,0,1
176136,2641927,2,1,0,0,0,0,0,0,0,0,0.080336914,14,177.50975,0,0,0.008213552,0,0,0.00164271,0,0.008213552,0,0,0,1
434350,36608629,2,1,0,0,0,4,0,0,0,0.084745763,0.696639361,18.05494505,36.76016071,0,0.015873016,0.444444444,0,0.349206349,0.004761905,0,0.555555556,0.150793651,0.015873016,185.6,4
405846,51336351,2,1,0,0,0,0,0,0,0,0.025316456,0.142473421,6.637681159,143.34,0,0.008474576,0.652542373,0,0.088983051,0.081355932,0,0,0.525423729,0.059322034,170,4
86933,50873123,2,1,0.033613445,0,0,0,0,0,0,0.048780488,0.544819783,9.847826087,29.16118421,0,0.016806723,0.319327731,0,0.176470588,0.006722689,0,0.352941176,0,0.033613445,129.5714286,4
366867,72233288,2,1,0,0,0,0,0,0,0,0,0.892857143,10,11.2,0,0,0.02,0,0,0.004,0,0.02,0,0,0,1
80100,50249763,2,1,0,0,0,0,0,0,0,0,0.430983119,7.68,48.04436364,0,0,0.226890756,0,0,0.042016807,0,0.008403361,0.201680672,0,0,1
507073,56379435,2,2,0,0,0,2,0,0,0.25,0.916666667,0.464240312,6.9,23.2963,0,0.009345794,0.093457944,0,0,0.018691589,0,0.093457944,0,0,0,3
390789,32729004,2,2,0.03125,0,0,4,0,0,0,0.090909091,0.243723811,21.23076923,193.607875,0,0.015625,0.0625,0,0,0.0203125,0,0,0,0.1015625,167.5,1
445675,45663941,2,1,0,0,0,0,0,0,0,0.571428571,0.453356584,20.07142857,164.9224444,0,0.016393443,0.090163934,0,0,0.02295082,0,0.016393443,0.024590164,0.073770492,231.8,1
372559,73662194,2,1,0,0,0,0,0,0,0,0,0.311794334,4.454545455,24.05727273,0,0,0.239130435,0,0,0.047826087,0,0,0.239130435,0,0,1
385038,77764732,2,1,0,0,0,0,0,0,0,0,0.027581299,2,61.677,0,0,0.060606061,0,0.060606061,0,0,0,0.121212121,0,0,1
385678,77983010,2,1,0,0,0,0,0,0,0,0,0.15225335,2,13.136,0,0,0.03125,0,0,0.00625,0,0.03125,0,0,0,1
257744,47158658,2,1,0,0,0,0,0,0,0.25,4.75,0.491892297,13,59.26666667,0,0,0.024793388,0,0,0.004958678,0,0.008264463,0.016528926,0,0,1
201294,36049370,2,2,0,0,0,0,0,0,0,0,0.192248177,6.111111111,132.6724286,0,0,0.071428571,0,0,0.014285714,0,0,0,0.071428571,0,1
191740,34159041,2,1,0,0,0,0,0,0,0,0,0.02850134,3,168.0353333,0,0,0.031496063,0,0,0.009448819,0,0,0,0.047244094,0,1
65422,35870088,2,2,0,0,0,0,0,0,0,0,0.221124744,5,48.57642857,0,0,0.063492063,0,0,0.015873016,0,0,0.079365079,0,0,1
125599,38619692,2,1,0,0,0,0,0,0,0,0.222222222,0.536396402,6.666666667,11.393,0,0.008,0.056,0,0.024,0,0,0,0,0.048,184.5,2
366484,72158591,2,1,0,0,0,0,0,0,0,0,0.105399809,1.6,14.19,0,0,0.08,0,0,0.02,0,0.1,0,0,0,1
396110,32854217,2,1,0.007874016,0,0,0,0,0,0,0.076923077,0.024647233,3.5,121.445875,0,0.007874016,0.086614173,0,0,0.02519685,0.125984252,0,0,0,150,3
401658,33588537,2,1,0.039370079,2.2,2.2,0,0,0,0.074074074,0.592592593,0.141024857,6.291666667,114.8782105,0,0.015748031,0.188976378,0,0,0.037795276,0,0,0.188976378,0,175.125,4
2673,30701965,1,2,0,0,0,0,0,0,0,0,0.241514505,22.25,241.114,0,0,0.053030303,0,0.03030303,0,0,0,0.045454545,0.015151515,0,1
5421,37102469,1,1,0,0,0,0,0,0,0,0,0.344590497,6.75,73.08883333,0,0,0.056,0,0.032,0,0,0.064,0,0,0,1
53389,42824014,1,1,0,0,0,8,0,0,0,0.794871795,0.301474357,15.61971831,107.0654839,0,0.097560976,0.528455285,0,0.097560976,0.076422764,0.081300813,0.008130081,0.227642276,0.260162602,199.5116279,1
34248,363983,1,1,0.030197445,4,3.111111111,0,0,0,0.2,1.733333333,0.372884427,17.42857143,179.1826667,1,0.006968641,0.008130081,0.00116144,0.005807201,0.000929152,0.00232288,0.004645761,0.003484321,0.005807201,12857.69565,2
